"facility_id","target","EDV","HCP_COVID_19","IMM_3","OP_18b","OP_18c","OP_22","OP_29","SAFE_USE_OF_OPIOIDS","SEP_1","SEV_SEP_3HR","SEV_SEP_6HR","ed_flow_pc1","prevention_pc1"
"260138",1.011,3,0.7,91,221,278,9,97,18,64,85,100,-2.51295512658796,-0.735984140159667
"260138",0.9742,3,0.7,91,221,278,9,97,18,64,85,100,-2.51295512658796,-0.735984140159667
"260138",0.8971,3,0.7,91,221,278,9,97,18,64,85,100,-2.51295512658796,-0.735984140159667
"260141",0.9371,4,13.5,86,198,242,3,99,16,40,64,89,-1.57282057793218,0.0364546534457765
"260141",1.1868,4,13.5,86,198,242,3,99,16,40,64,89,-1.57282057793218,0.0364546534457765
"260141",1.0022,4,13.5,86,198,242,3,99,16,40,64,89,-1.57282057793218,0.0364546534457765
"260141",1.0442,4,13.5,86,198,242,3,99,16,40,64,89,-1.57282057793218,0.0364546534457765
"260141",1.0404,4,13.5,86,198,242,3,99,16,40,64,89,-1.57282057793218,0.0364546534457765
"260141",0.9717,4,13.5,86,198,242,3,99,16,40,64,89,-1.57282057793218,0.0364546534457765
"260142",0.9299,1,0,76,87,143,1,100,11,70,88,94,1.97116903258384,0.254360625646731
"260142",0.9951,1,0,76,87,143,1,100,11,70,88,94,1.97116903258384,0.254360625646731
"260142",1.0625,1,0,76,87,143,1,100,11,70,88,94,1.97116903258384,0.254360625646731
"260142",1.0468,1,0,76,87,143,1,100,11,70,88,94,1.97116903258384,0.254360625646731
"260160",0.9839,1,0.6,70,142,400,4,100,25,56,80,97,-0.124515725016079,-1.74941718030698
"260160",1.0177,1,0.6,70,142,400,4,100,25,56,80,97,-0.124515725016079,-1.74941718030698
"260160",0.9587,1,0.6,70,142,400,4,100,25,56,80,97,-0.124515725016079,-1.74941718030698
"260162",1.0175,1,4.2,96,226,NA,4,99,22,50,72,91,-0.61937051730007,-1.1845088264145
"260162",0.9962,1,4.2,96,226,NA,4,99,22,50,72,91,-0.61937051730007,-1.1845088264145
"260162",1.0381,1,4.2,96,226,NA,4,99,22,50,72,91,-0.61937051730007,-1.1845088264145
"260163",0.955,2,5.6,94,205,590,4,100,13,49,68,97,-2.06487923737622,0.171994584842618
"260163",0.9763,2,5.6,94,205,590,4,100,13,49,68,97,-2.06487923737622,0.171994584842618
"260163",1.0406,2,5.6,94,205,590,4,100,13,49,68,97,-2.06487923737622,0.171994584842618
"260175",0.9982,1,3.3,86,157,568,1,98,19,39,67,89,-0.387830138322466,-0.781963508637992
"260175",0.9756,1,3.3,86,157,568,1,98,19,39,67,89,-0.387830138322466,-0.781963508637992
"260175",0.9994,1,3.3,86,157,568,1,98,19,39,67,89,-0.387830138322466,-0.781963508637992
"260175",0.9556,1,3.3,86,157,568,1,98,19,39,67,89,-0.387830138322466,-0.781963508637992
"260176",1.0224,1,14.2,80,144,226,1,94,19,50,70,80,0.978547926925649,-0.370496724203415
"260176",1.0713,1,14.2,80,144,226,1,94,19,50,70,80,0.978547926925649,-0.370496724203415
"260176",1.0428,1,14.2,80,144,226,1,94,19,50,70,80,0.978547926925649,-0.370496724203415
"260177",0.9663,2,3,91,181,287,4,100,10,84,92,92,-0.701078533657469,0.509182787145067
"260177",1.0804,2,3,91,181,287,4,100,10,84,92,92,-0.701078533657469,0.509182787145067
"260177",0.9668,2,3,91,181,287,4,100,10,84,92,92,-0.701078533657469,0.509182787145067
"260177",1.0521,2,3,91,181,287,4,100,10,84,92,92,-0.701078533657469,0.509182787145067
"260177",0.8856,2,3,91,181,287,4,100,10,84,92,92,-0.701078533657469,0.509182787145067
"260177",0.9428,2,3,91,181,287,4,100,10,84,92,92,-0.701078533657469,0.509182787145067
"260179",1.0379,2,5.8,87,214,144,4,95,19,66,79,92,-0.601602416542345,-0.688054083972852
"260179",1.4611,2,5.8,87,214,144,4,95,19,66,79,92,-0.601602416542345,-0.688054083972852
"260179",1.0219,2,5.8,87,214,144,4,95,19,66,79,92,-0.601602416542345,-0.688054083972852
"260179",1.0036,2,5.8,87,214,144,4,95,19,66,79,92,-0.601602416542345,-0.688054083972852
"260179",0.856,2,5.8,87,214,144,4,95,19,66,79,92,-0.601602416542345,-0.688054083972852
"260179",0.9646,2,5.8,87,214,144,4,95,19,66,79,92,-0.601602416542345,-0.688054083972852
"260180",1.0462,4,7.3,96,227,376,4,98,17,33,62,94,-2.57287857368449,-0.343699958619029
"260180",1.0127,4,7.3,96,227,376,4,98,17,33,62,94,-2.57287857368449,-0.343699958619029
"260180",1.0255,4,7.3,96,227,376,4,98,17,33,62,94,-2.57287857368449,-0.343699958619029
"260180",1.077,4,7.3,96,227,376,4,98,17,33,62,94,-2.57287857368449,-0.343699958619029
"260180",0.971,4,7.3,96,227,376,4,98,17,33,62,94,-2.57287857368449,-0.343699958619029
"260180",0.991,4,7.3,96,227,376,4,98,17,33,62,94,-2.57287857368449,-0.343699958619029
"260183",0.9422,3,0,92,252,301,3,98,17,82,91,97,-1.9474031905372,-0.617704723011305
"260183",1.0097,3,0,92,252,301,3,98,17,82,91,97,-1.9474031905372,-0.617704723011305
"260183",0.8789,3,0,92,252,301,3,98,17,82,91,97,-1.9474031905372,-0.617704723011305
"260183",0.989,3,0,92,252,301,3,98,17,82,91,97,-1.9474031905372,-0.617704723011305
"260183",1.0765,3,0,92,252,301,3,98,17,82,91,97,-1.9474031905372,-0.617704723011305
"260183",1.0224,3,0,92,252,301,3,98,17,82,91,97,-1.9474031905372,-0.617704723011305
"260186",0.9346,2,1.6,92,160,215,2,100,13,66,83,90,0.153207558289379,0.0218175630191095
"260186",0.9502,2,1.6,92,160,215,2,100,13,66,83,90,0.153207558289379,0.0218175630191095
"260186",0.9552,2,1.6,92,160,215,2,100,13,66,83,90,0.153207558289379,0.0218175630191095
"260186",0.9924,2,1.6,92,160,215,2,100,13,66,83,90,0.153207558289379,0.0218175630191095
"260186",1.056,2,1.6,92,160,215,2,100,13,66,83,90,0.153207558289379,0.0218175630191095
"260190",1.0448,2,0.4,58,157,618,1,94,25,63,81,92,-1.06078393101325,-1.75460381658683
"260190",0.9919,2,0.4,58,157,618,1,94,25,63,81,92,-1.06078393101325,-1.75460381658683
"260190",0.9824,2,0.4,58,157,618,1,94,25,63,81,92,-1.06078393101325,-1.75460381658683
"260190",0.9649,2,0.4,58,157,618,1,94,25,63,81,92,-1.06078393101325,-1.75460381658683
"260190",1.0198,2,0.4,58,157,618,1,94,25,63,81,92,-1.06078393101325,-1.75460381658683
"260191",1.0185,2,4.8,95,221,NA,2,95,20,39,68,96,-0.712087692771951,-0.872080904798854
"260191",1.0431,2,4.8,95,221,NA,2,95,20,39,68,96,-0.712087692771951,-0.872080904798854
"260191",1.042,2,4.8,95,221,NA,2,95,20,39,68,96,-0.712087692771951,-0.872080904798854
"260191",0.993,2,4.8,95,221,NA,2,95,20,39,68,96,-0.712087692771951,-0.872080904798854
"260191",1.0215,2,4.8,95,221,NA,2,95,20,39,68,96,-0.712087692771951,-0.872080904798854
"260193",1.0547,2,0,92,152,166,2,NA,21,68,79,100,0.424319727808238,-1.19700008503088
"260193",0.9424,2,0,92,152,166,2,NA,21,68,79,100,0.424319727808238,-1.19700008503088
"260193",1.0654,2,0,92,152,166,2,NA,21,68,79,100,0.424319727808238,-1.19700008503088
"260193",0.9751,2,0,92,152,166,2,NA,21,68,79,100,0.424319727808238,-1.19700008503088
"260193",1.0599,2,0,92,152,166,2,NA,21,68,79,100,0.424319727808238,-1.19700008503088
"260195",0.9764,1,5.6,90,196,324,2,98,14,57,77,84,-0.176833488761919,0.0279513207448909
"260195",0.8741,1,5.6,90,196,324,2,98,14,57,77,84,-0.176833488761919,0.0279513207448909
"260195",0.9654,1,5.6,90,196,324,2,98,14,57,77,84,-0.176833488761919,0.0279513207448909
"260195",0.9537,1,5.6,90,196,324,2,98,14,57,77,84,-0.176833488761919,0.0279513207448909
"260195",1.0862,1,5.6,90,196,324,2,98,14,57,77,84,-0.176833488761919,0.0279513207448909
"260200",1.0001,2,2.5,89,226,331,3,100,16,38,64,82,-1.23755637699057,-0.378190881434103
"260200",1.0143,2,2.5,89,226,331,3,100,16,38,64,82,-1.23755637699057,-0.378190881434103
"260200",1.0313,2,2.5,89,226,331,3,100,16,38,64,82,-1.23755637699057,-0.378190881434103
"260200",0.9543,2,2.5,89,226,331,3,100,16,38,64,82,-1.23755637699057,-0.378190881434103
"260214",1.0248,2,75.8,60,107,187,1,98,18,58,80,100,1.07386205377757,2.09696657275454
"260214",1.461,2,75.8,60,107,187,1,98,18,58,80,100,1.07386205377757,2.09696657275454
"260214",0.965,2,75.8,60,107,187,1,98,18,58,80,100,1.07386205377757,2.09696657275454
"260214",1.0478,2,75.8,60,107,187,1,98,18,58,80,100,1.07386205377757,2.09696657275454
"260216",1.005,3,0.8,88,238,368,9,NA,19,65,81,99,-3.0392267768369,-0.876458365608509
"260216",1.1254,3,0.8,88,238,368,9,NA,19,65,81,99,-3.0392267768369,-0.876458365608509
"260216",0.9383,3,0.8,88,238,368,9,NA,19,65,81,99,-3.0392267768369,-0.876458365608509
"260216",1.0017,3,0.8,88,238,368,9,NA,19,65,81,99,-3.0392267768369,-0.876458365608509
"260216",1.1047,3,0.8,88,238,368,9,NA,19,65,81,99,-3.0392267768369,-0.876458365608509
"260219",0.952,2,3.4,95,198,232,3,100,13,52,71,97,-0.544488489759547,0.0889874202259256
"260219",0.9184,2,3.4,95,198,232,3,100,13,52,71,97,-0.544488489759547,0.0889874202259256
"260219",0.9743,2,3.4,95,198,232,3,100,13,52,71,97,-0.544488489759547,0.0889874202259256
"260219",0.9825,2,3.4,95,198,232,3,100,13,52,71,97,-0.544488489759547,0.0889874202259256
"260219",0.9561,2,3.4,95,198,232,3,100,13,52,71,97,-0.544488489759547,0.0889874202259256
"270003",0.989,2,20.1,54,176,219,3,96,13,62,85,89,-0.228539098973676,0.725606847762501
"270003",1.1372,2,20.1,54,176,219,3,96,13,62,85,89,-0.228539098973676,0.725606847762501
"270003",0.9313,2,20.1,54,176,219,3,96,13,62,85,89,-0.228539098973676,0.725606847762501
"270003",1.0039,2,20.1,54,176,219,3,96,13,62,85,89,-0.228539098973676,0.725606847762501
"270003",0.952,2,20.1,54,176,219,3,96,13,62,85,89,-0.228539098973676,0.725606847762501
"270004",0.899,3,14.1,61,166,192,3,100,16,71,87,95,-0.507026967754324,0.0639183524946361
"270004",0.7903,3,14.1,61,166,192,3,100,16,71,87,95,-0.507026967754324,0.0639183524946361
"270004",0.8747,3,14.1,61,166,192,3,100,16,71,87,95,-0.507026967754324,0.0639183524946361
"270004",0.9723,3,14.1,61,166,192,3,100,16,71,87,95,-0.507026967754324,0.0639183524946361
"270004",0.9937,3,14.1,61,166,192,3,100,16,71,87,95,-0.507026967754324,0.0639183524946361
"270004",0.8677,3,14.1,61,166,192,3,100,16,71,87,95,-0.507026967754324,0.0639183524946361
"270012",0.9026,2,5.1,35,215,204,6,100,10,45,52,88,-1.16802022293192,0.599158694609633
"270012",0.9434,2,5.1,35,215,204,6,100,10,45,52,88,-1.16802022293192,0.599158694609633
"270012",0.915,2,5.1,35,215,204,6,100,10,45,52,88,-1.16802022293192,0.599158694609633
"270012",0.9463,2,5.1,35,215,204,6,100,10,45,52,88,-1.16802022293192,0.599158694609633
"270012",1.0669,2,5.1,35,215,204,6,100,10,45,52,88,-1.16802022293192,0.599158694609633
"270012",0.9514,2,5.1,35,215,204,6,100,10,45,52,88,-1.16802022293192,0.599158694609633
"270014",0.8927,2,9.1,66,156,200,2,100,15,89,95,94,0.255241785010086,0.0195573349567061
"270014",0.9112,2,9.1,66,156,200,2,100,15,89,95,94,0.255241785010086,0.0195573349567061
"270014",0.8757,2,9.1,66,156,200,2,100,15,89,95,94,0.255241785010086,0.0195573349567061
"270014",0.9136,2,9.1,66,156,200,2,100,15,89,95,94,0.255241785010086,0.0195573349567061
"270014",0.9992,2,9.1,66,156,200,2,100,15,89,95,94,0.255241785010086,0.0195573349567061
"270014",1.0898,2,9.1,66,156,200,2,100,15,89,95,94,0.255241785010086,0.0195573349567061
"270017",0.9679,1,1.9,90,143,277,3,99,14,69,89,95,0.468440158849912,-0.111323441030169
"270017",1.197,1,1.9,90,143,277,3,99,14,69,89,95,0.468440158849912,-0.111323441030169
"270017",0.9783,1,1.9,90,143,277,3,99,14,69,89,95,0.468440158849912,-0.111323441030169
"270017",1.0635,1,1.9,90,143,277,3,99,14,69,89,95,0.468440158849912,-0.111323441030169
"270023",0.9745,1,1,52,132,148,1,100,16,66,86,88,1.40109495606438,-0.427433290927965
"270023",0.9913,1,1,52,132,148,1,100,16,66,86,88,1.40109495606438,-0.427433290927965
"270023",0.9866,1,1,52,132,148,1,100,16,66,86,88,1.40109495606438,-0.427433290927965
"270023",0.9541,1,1,52,132,148,1,100,16,66,86,88,1.40109495606438,-0.427433290927965
"270049",0.8415,3,0.5,82,161,132,2,100,16,68,85,95,-0.0627164661557707,-0.452108527735106
"270049",0.915,3,0.5,82,161,132,2,100,16,68,85,95,-0.0627164661557707,-0.452108527735106
"270049",0.8824,3,0.5,82,161,132,2,100,16,68,85,95,-0.0627164661557707,-0.452108527735106
"270049",0.9637,3,0.5,82,161,132,2,100,16,68,85,95,-0.0627164661557707,-0.452108527735106
"270049",1.0194,3,0.5,82,161,132,2,100,16,68,85,95,-0.0627164661557707,-0.452108527735106
"270049",0.9105,3,0.5,82,161,132,2,100,16,68,85,95,-0.0627164661557707,-0.452108527735106
"270051",0.8994,2,6.2,30,208,263,3,100,20,72,91,94,-0.776638048429558,-0.806697979672902
"270051",1.1478,2,6.2,30,208,263,3,100,20,72,91,94,-0.776638048429558,-0.806697979672902
"270051",0.962,2,6.2,30,208,263,3,100,20,72,91,94,-0.776638048429558,-0.806697979672902
"270051",0.9696,2,6.2,30,208,263,3,100,20,72,91,94,-0.776638048429558,-0.806697979672902
"270051",0.9768,2,6.2,30,208,263,3,100,20,72,91,94,-0.776638048429558,-0.806697979672902
"270051",0.9024,2,6.2,30,208,263,3,100,20,72,91,94,-0.776638048429558,-0.806697979672902
"270057",0.9021,2,16.7,68,150,120,1,97,11,77,89,92,0.782400863618209,0.884540297824176
"270057",0.8141,2,16.7,68,150,120,1,97,11,77,89,92,0.782400863618209,0.884540297824176
"270057",0.9836,2,16.7,68,150,120,1,97,11,77,89,92,0.782400863618209,0.884540297824176
"270057",1.0327,2,16.7,68,150,120,1,97,11,77,89,92,0.782400863618209,0.884540297824176
"270057",0.9051,2,16.7,68,150,120,1,97,11,77,89,92,0.782400863618209,0.884540297824176
"270086",0.9424,1,0,78,141,NA,2,68,13,59,81,89,0.76653481185375,-0.0356773435666417
"270086",0.8619,1,0,78,141,NA,2,68,13,59,81,89,0.76653481185375,-0.0356773435666417
"270086",0.9506,1,0,78,141,NA,2,68,13,59,81,89,0.76653481185375,-0.0356773435666417
"270086",0.9683,1,0,78,141,NA,2,68,13,59,81,89,0.76653481185375,-0.0356773435666417
"270086",1.0416,1,0,78,141,NA,2,68,13,59,81,89,0.76653481185375,-0.0356773435666417
"270086",0.9635,1,0,78,141,NA,2,68,13,59,81,89,0.76653481185375,-0.0356773435666417
"280003",0.9342,4,3,80,119,145,0,100,22,58,77,86,0.252915381078251,-1.22655671379396
"280003",1.1597,4,3,80,119,145,0,100,22,58,77,86,0.252915381078251,-1.22655671379396
"280003",0.81,4,3,80,119,145,0,100,22,58,77,86,0.252915381078251,-1.22655671379396
"280003",1.0243,4,3,80,119,145,0,100,22,58,77,86,0.252915381078251,-1.22655671379396
"280003",0.8446,4,3,80,119,145,0,100,22,58,77,86,0.252915381078251,-1.22655671379396
"280003",0.9078,4,3,80,119,145,0,100,22,58,77,86,0.252915381078251,-1.22655671379396
"280009",0.9757,1,1.3,87,132,220,0,95,21,75,90,95,1.31824684027413,-1.14708998876312
"280009",1.043,1,1.3,87,132,220,0,95,21,75,90,95,1.31824684027413,-1.14708998876312
"280009",0.9688,1,1.3,87,132,220,0,95,21,75,90,95,1.31824684027413,-1.14708998876312
"280009",0.9843,1,1.3,87,132,220,0,95,21,75,90,95,1.31824684027413,-1.14708998876312
"280009",1.0245,1,1.3,87,132,220,0,95,21,75,90,95,1.31824684027413,-1.14708998876312
"280009",0.9214,1,1.3,87,132,220,0,95,21,75,90,95,1.31824684027413,-1.14708998876312
"280013",0.9955,4,25.7,54,246,255,4,96,16,49,61,85,-2.37916460240319,0.501929560285747
"280013",0.9888,4,25.7,54,246,255,4,96,16,49,61,85,-2.37916460240319,0.501929560285747
"280013",1.0247,4,25.7,54,246,255,4,96,16,49,61,85,-2.37916460240319,0.501929560285747
"280013",0.9511,4,25.7,54,246,255,4,96,16,49,61,85,-2.37916460240319,0.501929560285747
"280013",1.0661,4,25.7,54,246,255,4,96,16,49,61,85,-2.37916460240319,0.501929560285747
"280013",0.9707,4,25.7,54,246,255,4,96,16,49,61,85,-2.37916460240319,0.501929560285747
"280020",1.0033,2,1.9,93,162,NA,0,96,19,82,91,94,0.354635284673628,-0.836028075860017
"280020",1.0112,2,1.9,93,162,NA,0,96,19,82,91,94,0.354635284673628,-0.836028075860017
"280020",0.9824,2,1.9,93,162,NA,0,96,19,82,91,94,0.354635284673628,-0.836028075860017
"280020",0.9836,2,1.9,93,162,NA,0,96,19,82,91,94,0.354635284673628,-0.836028075860017
"280023",1.0049,1,3.1,89,133,261,0,97,20,80,91,94,1.16129731391581,-0.934901146949617
"280023",0.9713,1,3.1,89,133,261,0,97,20,80,91,94,1.16129731391581,-0.934901146949617
"280023",0.9413,1,3.1,89,133,261,0,97,20,80,91,94,1.16129731391581,-0.934901146949617
"280023",0.9461,1,3.1,89,133,261,0,97,20,80,91,94,1.16129731391581,-0.934901146949617
"280032",0.8943,1,0.5,76,126,108,0,100,11,67,85,94,1.78710936924631,0.273181539400117
"280032",0.9257,1,0.5,76,126,108,0,100,11,67,85,94,1.78710936924631,0.273181539400117
"280032",0.9599,1,0.5,76,126,108,0,100,11,67,85,94,1.78710936924631,0.273181539400117
"280032",0.9548,1,0.5,76,126,108,0,100,11,67,85,94,1.78710936924631,0.273181539400117
"280032",0.988,1,0.5,76,126,108,0,100,11,67,85,94,1.78710936924631,0.273181539400117
"280040",0.9457,2,12.5,73,157,183,3,78,15,64,79,90,0.131739741542847,0.146173539767192
"280040",0.7504,2,12.5,73,157,183,3,78,15,64,79,90,0.131739741542847,0.146173539767192
"280040",0.9893,2,12.5,73,157,183,3,78,15,64,79,90,0.131739741542847,0.146173539767192
"280040",1.0164,2,12.5,73,157,183,3,78,15,64,79,90,0.131739741542847,0.146173539767192
"280040",1.0105,2,12.5,73,157,183,3,78,15,64,79,90,0.131739741542847,0.146173539767192
"280040",0.9819,2,12.5,73,157,183,3,78,15,64,79,90,0.131739741542847,0.146173539767192
"280060",0.9582,4,7.2,91,156,197,2,99,14,56,74,91,-0.727218286899029,0.087983100653936
"280060",0.9146,4,7.2,91,156,197,2,99,14,56,74,91,-0.727218286899029,0.087983100653936
"280060",0.9382,4,7.2,91,156,197,2,99,14,56,74,91,-0.727218286899029,0.087983100653936
"280060",0.939,4,7.2,91,156,197,2,99,14,56,74,91,-0.727218286899029,0.087983100653936
"280060",0.9198,4,7.2,91,156,197,2,99,14,56,74,91,-0.727218286899029,0.087983100653936
"280061",1.0572,1,3.8,94,173,246,3,95,17,58,80,91,0.209539945661093,-0.475056066689151
"280061",0.9894,1,3.8,94,173,246,3,95,17,58,80,91,0.209539945661093,-0.475056066689151
"280061",1.0199,1,3.8,94,173,246,3,95,17,58,80,91,0.209539945661093,-0.475056066689151
"280061",0.9869,1,3.8,94,173,246,3,95,17,58,80,91,0.209539945661093,-0.475056066689151
"280065",1.0295,1,16.8,92,134,162,0,100,17,58,75,94,1.49835411654918,0.0146779791024822
"280065",0.8944,1,16.8,92,134,162,0,100,17,58,75,94,1.49835411654918,0.0146779791024822
"280065",1.0079,1,16.8,92,134,162,0,100,17,58,75,94,1.49835411654918,0.0146779791024822
"280065",1.055,1,16.8,92,134,162,0,100,17,58,75,94,1.49835411654918,0.0146779791024822
"280065",0.8926,1,16.8,92,134,162,0,100,17,58,75,94,1.49835411654918,0.0146779791024822
"280077",0.9626,1,1.8,75,134,220,2,90,16,60,75,99,0.951269787727384,-0.401808143263758
"280077",0.8673,1,1.8,75,134,220,2,90,16,60,75,99,0.951269787727384,-0.401808143263758
"280077",0.9682,1,1.8,75,134,220,2,90,16,60,75,99,0.951269787727384,-0.401808143263758
"280077",1.0454,1,1.8,75,134,220,2,90,16,60,75,99,0.951269787727384,-0.401808143263758
"280077",1.0003,1,1.8,75,134,220,2,90,16,60,75,99,0.951269787727384,-0.401808143263758
"280081",1.0412,2,1.4,94,134,223,3,100,17,73,88,92,0.272948694935477,-0.565396452705407
"280081",0.9921,2,1.4,94,134,223,3,100,17,73,88,92,0.272948694935477,-0.565396452705407
"280081",1.015,2,1.4,94,134,223,3,100,17,73,88,92,0.272948694935477,-0.565396452705407
"280081",0.9316,2,1.4,94,134,223,3,100,17,73,88,92,0.272948694935477,-0.565396452705407
"280105",1.0202,1,0.7,88,144,296,1,100,14,60,79,91,0.731544762429802,-0.156103345834713
"280105",0.9719,1,0.7,88,144,296,1,100,14,60,79,91,0.731544762429802,-0.156103345834713
"280111",0.9901,1,1.5,90,126,177,0,36,10,45,72,100,1.54363482138612,0.452915189986699
"280111",0.8807,1,1.5,90,126,177,0,36,10,45,72,100,1.54363482138612,0.452915189986699
"280111",0.9831,1,1.5,90,126,177,0,36,10,45,72,100,1.54363482138612,0.452915189986699
"280111",0.9681,1,1.5,90,126,177,0,36,10,45,72,100,1.54363482138612,0.452915189986699
"280125",0.9525,1,3.5,93,106,96,0,NA,24,77,90,95,2.07497765480358,-1.49992035437365
"280125",0.9877,1,3.5,93,106,96,0,NA,24,77,90,95,2.07497765480358,-1.49992035437365
"280125",0.8338,1,3.5,93,106,96,0,NA,24,77,90,95,2.07497765480358,-1.49992035437365
"280125",0.9243,1,3.5,93,106,96,0,NA,24,77,90,95,2.07497765480358,-1.49992035437365
"280125",1.0521,1,3.5,93,106,96,0,NA,24,77,90,95,2.07497765480358,-1.49992035437365
"280125",0.9796,1,3.5,93,106,96,0,NA,24,77,90,95,2.07497765480358,-1.49992035437365
"280127",0.9714,NA,3.2,70,NA,NA,NA,NA,19,NA,NA,NA,0.343014178550846,-0.78260538576
"280128",0.9791,NA,4.9,92,NA,NA,NA,NA,16,NA,NA,NA,0.343014178550846,-0.288435927723223
"280128",0.9221,NA,4.9,92,NA,NA,NA,NA,16,NA,NA,NA,0.343014178550846,-0.288435927723223
"280128",0.9897,NA,4.9,92,NA,NA,NA,NA,16,NA,NA,NA,0.343014178550846,-0.288435927723223
"280129",0.7933,1,3.5,81,89,NA,0,NA,19,NA,NA,NA,1.74732407922403,-0.773459422627679
"280130",0.9383,2,1.4,84,172,207,2,100,19,62,81,80,0.0341215598169692,-0.853092692697278
"280130",1.0937,2,1.4,84,172,207,2,100,19,62,81,80,0.0341215598169692,-0.853092692697278
"280130",0.9471,2,1.4,84,172,207,2,100,19,62,81,80,0.0341215598169692,-0.853092692697278
"280130",0.9958,2,1.4,84,172,207,2,100,19,62,81,80,0.0341215598169692,-0.853092692697278
"280130",0.9081,2,1.4,84,172,207,2,100,19,62,81,80,0.0341215598169692,-0.853092692697278
"280131",0.7824,NA,7.1,86,NA,NA,NA,NA,24,NA,NA,NA,0.343014178550846,-1.36304376663673
"280132",1.0102,2,22.4,66,155,NA,3,99,18,51,74,62,-0.0730678511817832,0.0857221192821044
"280132",0.956,2,22.4,66,155,NA,3,99,18,51,74,62,-0.0730678511817832,0.0857221192821044
"280132",1.0027,2,22.4,66,155,NA,3,99,18,51,74,62,-0.0730678511817832,0.0857221192821044
"280132",0.9423,2,22.4,66,155,NA,3,99,18,51,74,62,-0.0730678511817832,0.0857221192821044
"280132",1.0855,2,22.4,66,155,NA,3,99,18,51,74,62,-0.0730678511817832,0.0857221192821044
"280134",0.9691,1,3.2,86,107,142,0,99,19,69,89,95,1.90038504526699,-0.78572769138867
"280134",1.0211,1,3.2,86,107,142,0,99,19,69,89,95,1.90038504526699,-0.78572769138867
"280134",0.8981,1,3.2,86,107,142,0,99,19,69,89,95,1.90038504526699,-0.78572769138867
"280134",0.9743,1,3.2,86,107,142,0,99,19,69,89,95,1.90038504526699,-0.78572769138867
"280134",0.8977,1,3.2,86,107,142,0,99,19,69,89,95,1.90038504526699,-0.78572769138867
"280134",0.9249,1,3.2,86,107,142,0,99,19,69,89,95,1.90038504526699,-0.78572769138867
"280139",1.0601,1,2.4,77,98,140,0,90,14,74,91,77,2.01792847720653,-0.0899656539534891
"280139",0.9567,1,2.4,77,98,140,0,90,14,74,91,77,2.01792847720653,-0.0899656539534891
"280139",0.9939,1,2.4,77,98,140,0,90,14,74,91,77,2.01792847720653,-0.0899656539534891
"280139",1.0263,1,2.4,77,98,140,0,90,14,74,91,77,2.01792847720653,-0.0899656539534891
"290001",1.0111,4,1.3,76,184,293,2,NA,13,72,86,95,-1.40970032422309,0.0136473203957469
"290001",1.0004,4,1.3,76,184,293,2,NA,13,72,86,95,-1.40970032422309,0.0136473203957469
"290001",0.9367,4,1.3,76,184,293,2,NA,13,72,86,95,-1.40970032422309,0.0136473203957469
"290001",0.9222,4,1.3,76,184,293,2,NA,13,72,86,95,-1.40970032422309,0.0136473203957469
"290001",0.9294,4,1.3,76,184,293,2,NA,13,72,86,95,-1.40970032422309,0.0136473203957469
"290003",0.9929,4,0.1,38,169,536,0,NA,14,58,80,92,-1.74058593828637,-0.168931237249186
"290003",1.0152,4,0.1,38,169,536,0,NA,14,58,80,92,-1.74058593828637,-0.168931237249186
"290003",1.1326,4,0.1,38,169,536,0,NA,14,58,80,92,-1.74058593828637,-0.168931237249186
"290003",1.1216,4,0.1,38,169,536,0,NA,14,58,80,92,-1.74058593828637,-0.168931237249186
"290003",1.1416,4,0.1,38,169,536,0,NA,14,58,80,92,-1.74058593828637,-0.168931237249186
"290003",1.0574,4,0.1,38,169,536,0,NA,14,58,80,92,-1.74058593828637,-0.168931237249186
"290005",1.0073,3,0,58,143,318,2,NA,8,73,79,100,-0.498066763051119,0.692344740993667
"290005",1.1047,3,0,58,143,318,2,NA,8,73,79,100,-0.498066763051119,0.692344740993667
"290005",1.0244,3,0,58,143,318,2,NA,8,73,79,100,-0.498066763051119,0.692344740993667
"290007",0.9599,4,1,77,226,484,1,73,13,81,87,94,-2.42805608010805,0.00215962804192315
"290007",0.9555,4,1,77,226,484,1,73,13,81,87,94,-2.42805608010805,0.00215962804192315
"290007",1.1128,4,1,77,226,484,1,73,13,81,87,94,-2.42805608010805,0.00215962804192315
"290007",1.1189,4,1,77,226,484,1,73,13,81,87,94,-2.42805608010805,0.00215962804192315
"290007",0.989,4,1,77,226,484,1,73,13,81,87,94,-2.42805608010805,0.00215962804192315
"290007",1.061,4,1,77,226,484,1,73,13,81,87,94,-2.42805608010805,0.00215962804192315
"290008",0.9133,1,71.9,78,187,398,4,97,5,40,76,81,-0.669889485085953,3.8293607782095
"290008",0.9828,1,71.9,78,187,398,4,97,5,40,76,81,-0.669889485085953,3.8293607782095
"290008",1.015,1,71.9,78,187,398,4,97,5,40,76,81,-0.669889485085953,3.8293607782095
"290008",1.0177,1,71.9,78,187,398,4,97,5,40,76,81,-0.669889485085953,3.8293607782095
"290008",0.9675,1,71.9,78,187,398,4,97,5,40,76,81,-0.669889485085953,3.8293607782095
"290009",1.0083,2,1.4,86,149,198,1,NA,17,72,92,96,0.519445010333594,-0.563835299891072
"290009",1.0247,2,1.4,86,149,198,1,NA,17,72,92,96,0.519445010333594,-0.563835299891072
"290009",0.9927,2,1.4,86,149,198,1,NA,17,72,92,96,0.519445010333594,-0.563835299891072
